"correo","sexo","compañeros","hablar","estresarme","me importan los demas","desordenado","comodidad","malas palabras","empatico","social","conversaciones","orden y limpieza","divertirme","estudiar con otros","videojuegos","leer","deportes","anime","futbol","maquillaje","musica","acostarme tarde","Describase a si mismo","objetivo","puntuacion"
"lorem 836","F",2,5,1,1,2,1,5,4,4,2,4,4,5,3,2,5,1,2,3,2,1,"lorem",2,2.772727272727273
"lorem 837","M",2,2,5,1,2,1,2,1,5,3,3,4,1,3,4,5,3,1,1,4,2,"lorem",5,2.727272727272727
"lorem 838","F",2,5,4,4,5,4,5,3,4,5,2,4,3,3,5,5,3,1,3,5,3,"lorem",4,3.727272727272727
"lorem 839","F",3,2,3,3,5,3,2,4,5,4,4,1,5,4,5,5,5,2,5,2,2,"lorem",5,3.590909090909091
"lorem 840","F",1,5,2,4,1,3,3,5,2,2,5,4,1,1,3,3,3,3,4,4,3,"lorem",3,2.9545454545454546
"lorem 841","F",3,1,3,4,5,3,5,3,5,3,5,1,2,3,5,5,3,5,3,4,1,"lorem",5,3.5
"lorem 842","M",2,2,3,4,4,1,1,4,3,5,3,1,3,3,5,2,3,5,4,3,4,"lorem",4,3.1363636363636362
"lorem 843","M",4,2,1,1,5,2,1,2,2,3,3,5,2,4,3,4,4,1,1,5,3,"lorem",4,2.8181818181818183
"lorem 844","M",1,3,5,5,4,5,5,4,2,3,2,4,1,4,3,5,5,4,1,5,1,"lorem",2,3.3636363636363638
"lorem 845","M",2,5,5,2,4,1,1,4,5,5,3,3,4,5,5,1,5,5,2,4,5,"lorem",1,3.5
"lorem 846","M",5,5,5,3,5,2,1,4,5,2,4,1,5,1,5,1,5,5,3,3,3,"lorem",1,3.3636363636363638
"lorem 847","F",2,1,1,1,3,1,3,4,2,1,4,4,4,1,2,5,1,4,2,2,4,"lorem",4,2.5454545454545454
"lorem 848","M",4,5,4,3,4,3,1,1,1,4,5,5,2,1,2,1,4,1,1,3,1,"lorem",2,2.6363636363636362
"lorem 849","M",3,1,3,1,5,1,1,3,5,3,5,1,3,4,3,2,5,3,5,5,4,"lorem",4,3.1818181818181817
"lorem 850","F",3,3,1,4,4,2,1,5,2,3,5,2,2,1,4,5,1,3,5,5,5,"lorem",5,3.227272727272727
"lorem 851","F",2,5,1,5,2,2,2,1,5,3,2,3,2,5,3,5,2,3,4,1,5,"lorem",5,3.090909090909091
"lorem 852","F",5,1,2,3,3,3,2,5,3,2,5,3,3,3,1,1,5,3,3,5,2,"lorem",3,3
"lorem 853","F",5,3,4,5,3,1,2,1,1,3,4,3,5,4,5,1,2,1,4,4,4,"lorem",5,3.1818181818181817
"lorem 854","M",2,5,2,5,3,3,1,4,4,3,4,5,5,5,2,2,2,5,4,1,1,"lorem",4,3.272727272727273
"lorem 855","F",1,5,2,2,3,2,3,4,2,3,3,5,2,5,2,4,3,5,4,4,3,"lorem",4,3.227272727272727
"lorem 856","M",1,5,4,5,4,5,5,2,3,3,1,2,4,1,4,4,4,4,3,4,2,"lorem",3,3.3181818181818183
"lorem 857","F",3,5,1,5,3,2,2,3,3,4,2,5,5,3,5,2,3,1,1,3,5,"lorem",3,3.1363636363636362
"lorem 858","F",4,3,1,1,5,2,5,4,2,5,4,4,1,2,1,2,4,4,5,2,4,"lorem",4,3.1363636363636362
"lorem 859","F",4,5,5,4,3,2,5,5,3,1,5,4,2,5,4,1,2,4,3,3,2,"lorem",5,3.5
"lorem 860","F",4,3,1,1,3,5,2,3,3,2,5,4,5,2,4,3,2,1,1,4,1,"lorem",4,2.8636363636363638
"lorem 861","M",2,1,5,2,1,1,1,4,5,3,2,4,4,1,3,4,5,5,2,1,5,"lorem",1,2.8181818181818183
"lorem 862","M",5,5,2,1,5,1,3,5,1,4,3,5,1,5,2,1,3,5,3,1,3,"lorem",1,2.9545454545454546
"lorem 863","M",2,2,2,3,2,1,4,1,5,4,3,4,5,3,1,4,3,3,5,5,3,"lorem",1,3
"lorem 864","M",2,3,2,1,2,1,4,5,3,5,1,2,5,2,2,1,4,2,4,3,1,"lorem",1,2.5454545454545454
"lorem 865","M",1,3,2,1,4,3,2,4,2,3,2,3,1,2,3,1,4,3,2,2,4,"lorem",1,2.409090909090909
"lorem 866","F",4,4,1,3,5,1,5,3,1,5,2,1,2,3,3,5,5,1,4,4,5,"lorem",4,3.227272727272727
"lorem 867","M",4,5,2,3,4,3,5,1,5,2,4,2,5,4,2,1,3,1,3,3,4,"lorem",4,3.1818181818181817
"lorem 868","M",1,5,4,5,3,2,1,3,2,3,2,3,2,2,2,1,4,1,4,4,4,"lorem",4,2.8181818181818183
"lorem 869","F",1,5,2,5,3,4,2,1,3,3,2,5,3,3,2,2,5,5,5,4,4,"lorem",1,3.1818181818181817
"lorem 870","F",3,5,5,2,5,2,3,1,4,5,2,2,1,1,1,3,1,1,4,5,1,"lorem",3,2.727272727272727
"lorem 871","F",5,5,3,3,2,4,3,2,5,2,5,1,5,5,5,5,4,5,1,1,1,"lorem",1,3.3181818181818183
"lorem 872","F",5,3,4,3,1,4,5,3,1,4,5,4,2,5,5,4,2,4,4,2,4,"lorem",1,3.409090909090909
"lorem 873","M",4,3,2,5,4,2,5,2,2,5,2,3,4,3,4,2,1,5,1,1,1,"lorem",2,2.8636363636363638
"lorem 874","F",5,2,2,2,5,5,5,1,1,1,4,1,2,1,3,3,1,4,4,5,3,"lorem",1,2.772727272727273
"lorem 875","M",3,2,4,2,4,2,4,3,4,4,3,1,2,5,3,4,2,4,1,4,5,"lorem",4,3.1818181818181817
"lorem 876","F",5,4,2,5,5,1,5,2,1,4,1,4,5,2,2,4,3,1,3,1,3,"lorem",3,3
"lorem 877","F",5,2,2,4,3,5,3,3,1,3,3,4,3,3,5,2,1,3,5,2,2,"lorem",1,2.9545454545454546
"lorem 878","F",2,4,3,3,3,1,1,5,3,5,2,2,5,4,5,2,1,2,2,2,5,"lorem",5,3.0454545454545454
"lorem 879","F",5,3,5,3,4,3,3,2,5,5,4,4,5,2,1,3,4,3,3,3,2,"lorem",5,3.5
"lorem 880","M",4,2,1,4,1,4,1,1,4,3,2,4,1,2,1,3,2,5,5,1,5,"lorem",5,2.772727272727273
"lorem 881","M",4,5,2,4,4,3,3,5,2,3,3,1,4,1,2,4,3,2,1,1,5,"lorem",2,2.909090909090909
"lorem 882","M",4,1,2,5,4,1,2,4,4,2,2,2,5,3,3,2,3,1,3,1,4,"lorem",2,2.727272727272727
"lorem 883","M",2,2,4,4,4,1,1,3,4,3,1,2,2,5,1,1,3,4,1,3,4,"lorem",3,2.6363636363636362
"lorem 884","M",5,1,4,4,2,5,4,3,2,3,3,4,3,2,5,2,1,3,2,3,1,"lorem",3,2.9545454545454546
"lorem 885","F",1,5,4,2,5,4,1,3,5,3,2,5,5,3,5,5,5,4,4,4,3,"lorem",3,3.6818181818181817
"lorem 886","M",1,1,2,4,5,2,2,5,2,3,1,3,3,5,4,4,4,1,5,5,4,"lorem",3,3.1363636363636362
"lorem 887","M",2,4,5,3,3,4,3,1,2,3,3,4,2,3,3,4,3,2,5,2,5,"lorem",4,3.1818181818181817
"lorem 888","F",5,1,2,1,2,3,4,5,1,5,2,4,5,4,1,3,1,3,1,1,2,"lorem",3,2.6818181818181817
"lorem 889","F",3,4,1,5,3,1,5,2,1,3,2,3,5,2,3,4,5,2,2,3,1,"lorem",4,2.909090909090909
"lorem 890","F",4,1,3,2,5,5,4,4,4,4,2,1,1,3,5,4,3,4,5,5,5,"lorem",4,3.5454545454545454
"lorem 891","F",5,3,2,1,5,2,2,5,5,5,2,3,3,3,2,5,3,3,1,3,5,"lorem",1,3.1363636363636362
"lorem 892","M",4,3,3,5,4,5,1,2,2,5,2,1,1,5,2,4,2,1,2,1,2,"lorem",3,2.727272727272727
"lorem 893","F",1,3,1,1,5,2,4,5,5,1,3,4,4,5,5,3,5,1,3,4,5,"lorem",3,3.3181818181818183
"lorem 894","M",4,4,4,3,1,3,3,4,1,2,5,1,5,1,2,3,4,4,2,4,3,"lorem",3,3
"lorem 895","F",3,4,5,5,3,1,4,1,3,4,2,5,5,2,5,4,5,1,1,5,5,"lorem",5,3.5454545454545454
"lorem 896","F",3,3,5,1,3,1,2,4,1,3,2,4,1,2,3,3,2,5,5,5,5,"lorem",5,3.090909090909091
"lorem 897","F",3,5,3,3,1,1,5,2,5,4,2,1,5,1,4,2,1,1,2,3,3,"lorem",5,2.8181818181818183
"lorem 898","F",4,1,4,3,4,4,5,1,3,5,3,5,1,3,2,3,2,1,2,1,5,"lorem",5,3.0454545454545454
"lorem 899","M",5,1,5,1,3,5,3,3,4,3,3,5,5,2,1,3,4,3,3,5,3,"lorem",2,3.272727272727273
"lorem 900","M",5,2,1,5,1,3,1,1,1,3,3,3,1,2,1,1,2,4,1,1,1,"lorem",1,2
"lorem 901","M",2,4,1,1,2,3,4,1,1,4,2,3,1,2,2,1,5,4,3,2,5,"lorem",4,2.590909090909091
"lorem 902","M",2,3,4,4,4,2,2,3,3,3,3,3,3,5,3,5,4,1,5,5,2,"lorem",2,3.227272727272727
"lorem 903","M",2,4,1,5,4,4,1,4,4,2,3,5,5,5,4,4,5,4,4,3,1,"lorem",5,3.590909090909091
"lorem 904","F",1,4,5,4,1,4,5,2,4,4,2,5,3,1,4,4,2,5,4,3,4,"lorem",2,3.3181818181818183
"lorem 905","M",2,1,3,5,5,2,5,2,3,1,3,1,5,1,5,1,4,5,2,2,2,"lorem",3,2.8636363636363638
"lorem 906","M",5,4,1,3,4,3,2,1,5,3,2,1,1,2,4,4,4,4,5,3,3,"lorem",2,3
"lorem 907","F",4,5,1,1,3,1,1,1,5,1,1,4,5,4,5,3,5,3,4,2,5,"lorem",2,3
"lorem 908","F",3,2,3,2,5,2,3,3,1,2,2,4,3,4,3,2,1,4,1,3,4,"lorem",3,2.727272727272727
"lorem 909","F",2,3,3,3,3,3,4,4,5,3,2,1,5,3,5,2,4,2,2,4,3,"lorem",2,3.090909090909091
"lorem 910","F",3,4,5,5,1,3,5,2,5,1,2,1,2,3,1,4,2,5,2,5,3,"lorem",4,3.090909090909091
"lorem 911","M",2,5,5,3,5,3,5,3,2,4,4,4,4,3,1,5,4,5,4,3,3,"lorem",3,3.6363636363636362
"lorem 912","F",4,4,2,4,5,2,3,5,5,4,1,1,2,1,5,1,3,4,3,5,4,"lorem",5,3.3181818181818183
"lorem 913","M",1,2,3,4,4,1,3,3,1,4,4,1,5,1,3,2,5,3,1,5,4,"lorem",4,2.909090909090909
"lorem 914","F",3,3,3,4,4,5,4,5,3,5,2,3,1,1,1,3,2,4,4,2,4,"lorem",3,3.1363636363636362
"lorem 915","F",5,5,4,4,2,3,1,5,5,1,4,3,3,2,5,1,2,1,4,3,5,"lorem",5,3.3181818181818183
"lorem 916","F",3,3,2,4,3,3,5,3,5,1,5,3,2,2,1,3,2,4,4,3,2,"lorem",3,3
"lorem 917","F",5,3,2,2,3,4,3,4,4,4,1,2,2,1,2,1,5,1,3,4,2,"lorem",1,2.6818181818181817
"lorem 918","M",5,3,4,5,2,3,1,1,5,2,3,1,4,4,1,2,2,5,5,2,1,"lorem",5,3
"lorem 919","M",5,2,4,4,1,4,2,2,5,2,5,3,5,4,4,1,4,2,5,1,3,"lorem",4,3.272727272727273
"lorem 920","M",1,4,3,4,4,1,2,2,1,5,5,3,4,5,2,4,2,4,3,2,3,"lorem",4,3.090909090909091
"lorem 921","M",4,4,1,4,2,5,4,3,5,1,5,3,5,5,2,1,1,3,1,5,4,"lorem",5,3.3181818181818183
"lorem 922","M",5,2,4,2,4,5,1,3,5,5,2,1,2,2,1,5,3,3,2,5,5,"lorem",4,3.227272727272727
"lorem 923","F",4,5,2,2,4,1,1,1,3,1,2,1,2,3,5,2,4,2,2,2,1,"lorem",1,2.3181818181818183
"lorem 924","M",3,4,5,2,4,4,4,5,1,1,4,4,2,4,2,5,5,1,2,4,4,"lorem",4,3.3636363636363638
"lorem 925","M",2,5,1,3,5,2,2,2,4,4,5,1,1,5,3,5,5,4,4,3,2,"lorem",1,3.1363636363636362
"lorem 926","F",4,1,3,4,4,4,5,3,5,4,4,1,3,2,1,3,3,5,3,4,1,"lorem",5,3.272727272727273
"lorem 927","F",3,5,2,2,4,4,1,3,2,4,3,1,4,1,3,4,4,2,4,3,1,"lorem",5,2.9545454545454546
"lorem 928","F",5,4,4,3,4,3,2,5,4,4,5,1,4,5,3,5,3,4,4,5,1,"lorem",2,3.6363636363636362
"lorem 929","F",5,5,4,3,3,1,2,4,5,3,3,5,5,5,4,5,3,5,5,3,5,"lorem",1,3.8181818181818183
"lorem 930","M",1,4,4,2,2,1,2,1,5,3,3,2,3,5,5,2,3,3,4,3,1,"lorem",4,2.8636363636363638
"lorem 931","F",5,4,5,1,5,5,1,1,4,1,2,2,5,1,3,1,3,2,2,5,2,"lorem",1,2.772727272727273
"lorem 932","M",4,2,2,1,1,3,3,3,2,2,4,5,3,5,3,3,5,3,4,5,2,"lorem",1,3
"lorem 933","F",4,5,4,3,2,3,1,5,3,2,4,5,4,4,1,5,1,5,2,1,2,"lorem",5,3.227272727272727
"lorem 934","F",3,4,2,1,2,3,1,3,1,5,1,4,2,1,2,4,4,2,3,3,5,"lorem",1,2.590909090909091
"lorem 935","F",5,3,3,2,1,5,4,1,1,2,3,5,2,5,5,4,5,5,5,4,4,"lorem",1,3.409090909090909
"lorem 936","F",2,3,5,4,2,2,1,1,2,5,2,1,1,3,2,2,2,3,3,4,3,"lorem",2,2.5
"lorem 937","M",2,1,1,1,3,5,4,3,2,3,2,4,1,1,1,1,3,4,3,1,1,"lorem",5,2.3636363636363638
"lorem 938","M",5,5,4,1,4,1,5,2,4,2,2,1,1,3,2,2,2,1,1,2,4,"lorem",1,2.5
"lorem 939","M",2,1,2,4,2,5,3,3,5,3,5,1,3,1,5,1,3,2,4,3,4,"lorem",1,2.8636363636363638
"lorem 940","M",5,3,1,3,2,5,5,1,4,3,3,1,4,2,2,4,3,3,1,2,4,"lorem",2,2.8636363636363638
"lorem 941","M",4,2,3,2,4,2,3,4,1,1,2,4,2,3,3,4,3,1,2,2,3,"lorem",3,2.6363636363636362
"lorem 942","F",1,1,5,5,1,1,1,2,1,1,2,5,4,2,3,5,1,3,2,2,3,"lorem",5,2.5454545454545454
"lorem 943","M",2,2,3,2,3,3,3,5,1,5,3,1,3,4,2,2,4,3,1,3,1,"lorem",4,2.727272727272727
"lorem 944","M",3,4,3,5,3,5,2,3,2,4,2,2,1,2,3,1,4,5,4,4,1,"lorem",2,2.9545454545454546
"lorem 945","F",4,4,1,3,3,4,1,2,3,2,1,1,5,3,2,1,1,4,4,3,1,"lorem",1,2.4545454545454546
"lorem 946","F",2,1,4,5,3,4,5,2,1,3,2,4,3,5,5,1,5,2,2,4,4,"lorem",5,3.272727272727273
"lorem 947","F",4,5,5,1,2,3,3,3,2,1,4,3,5,5,2,4,4,2,4,3,5,"lorem",4,3.3636363636363638
"lorem 948","F",2,3,5,5,5,1,3,1,2,3,3,5,1,5,5,2,1,4,4,2,4,"lorem",5,3.227272727272727
"lorem 949","M",2,4,5,2,4,2,4,3,3,3,5,2,3,3,4,3,1,5,3,5,4,"lorem",5,3.409090909090909
"lorem 950","F",1,5,5,4,1,1,1,5,4,4,2,2,3,2,2,5,4,5,1,5,1,"lorem",1,2.909090909090909
"lorem 951","M",5,2,2,5,3,3,2,5,3,3,5,4,5,1,1,1,3,1,4,3,5,"lorem",5,3.227272727272727
"lorem 952","F",1,3,4,4,1,5,1,3,2,4,3,3,3,4,3,2,5,4,2,1,4,"lorem",4,3
"lorem 953","F",3,3,5,4,1,1,1,1,3,2,3,1,1,3,5,2,4,3,4,1,5,"lorem",4,2.727272727272727
"lorem 954","F",3,1,2,4,1,4,1,1,2,1,1,4,2,2,4,4,4,5,3,4,1,"lorem",1,2.5
"lorem 955","F",1,4,4,3,3,2,2,5,3,2,2,5,1,2,4,5,3,4,4,3,5,"lorem",2,3.1363636363636362
"lorem 956","M",5,3,5,3,2,4,3,2,2,5,2,1,1,4,2,5,2,1,4,1,3,"lorem",3,2.8636363636363638
"lorem 957","M",5,1,3,3,1,1,5,1,2,4,2,2,2,2,4,4,2,4,2,1,1,"lorem",5,2.590909090909091
"lorem 958","M",4,5,3,1,1,5,2,5,4,2,1,4,5,3,3,1,4,4,2,3,2,"lorem",4,3.090909090909091
"lorem 959","M",2,5,5,3,4,1,5,1,2,2,4,3,2,3,5,5,3,1,4,4,3,"lorem",2,3.1363636363636362
"lorem 960","M",3,4,1,5,3,1,3,3,4,2,4,1,5,4,5,3,1,3,3,1,4,"lorem",3,3
"lorem 961","F",3,4,3,5,3,1,2,5,3,4,4,1,5,3,3,3,5,2,5,4,3,"lorem",4,3.409090909090909
"lorem 962","M",5,2,2,2,1,2,4,5,2,1,3,1,3,1,2,5,2,3,2,3,5,"lorem",2,2.6363636363636362
"lorem 963","M",2,2,3,3,2,2,2,4,1,4,4,5,5,1,4,5,2,4,5,1,5,"lorem",1,3.0454545454545454
"lorem 964","F",2,1,5,2,1,4,2,3,2,5,1,3,1,3,4,5,1,1,4,5,3,"lorem",4,2.8181818181818183
"lorem 965","F",5,1,4,3,2,1,1,5,4,4,4,5,2,5,3,5,4,3,1,3,5,"lorem",5,3.409090909090909
"lorem 966","F",5,4,1,2,5,5,1,4,2,2,1,4,2,1,5,3,2,3,4,3,3,"lorem",4,3
"lorem 967","F",1,2,1,5,5,1,4,4,5,4,1,3,1,5,2,1,1,5,3,4,4,"lorem",4,3
"lorem 968","M",3,5,1,3,5,5,4,3,3,4,4,2,4,5,4,2,2,1,3,4,3,"lorem",3,3.3181818181818183
"lorem 969","F",2,3,5,5,4,4,3,2,4,4,2,5,1,2,1,3,2,4,3,5,1,"lorem",3,3.090909090909091
"lorem 970","M",5,2,5,2,5,5,4,4,4,4,5,2,4,2,5,2,2,4,5,5,4,"lorem",1,3.6818181818181817
"lorem 971","F",3,1,5,2,1,5,4,4,4,1,1,5,5,3,5,5,5,2,1,5,3,"lorem",1,3.227272727272727
"lorem 972","F",5,2,4,1,2,5,4,5,2,4,4,5,2,1,4,1,4,4,3,1,1,"lorem",5,3.1363636363636362
"lorem 973","F",2,5,4,1,1,1,4,1,5,1,5,5,3,3,5,5,1,3,2,1,3,"lorem",1,2.8181818181818183
"lorem 974","F",2,1,4,2,3,2,4,3,4,3,5,5,2,1,2,2,4,3,3,3,4,"lorem",4,3
"lorem 975","M",5,3,5,5,4,4,1,4,3,5,5,4,1,4,5,1,4,2,1,2,5,"lorem",3,3.4545454545454546
"lorem 976","M",4,5,5,2,3,5,5,3,2,4,1,1,3,4,2,5,1,5,4,1,3,"lorem",5,3.3181818181818183
"lorem 977","M",1,3,1,4,3,3,5,2,2,1,1,5,4,2,2,2,5,1,3,5,5,"lorem",3,2.8636363636363638
"lorem 978","M",2,4,1,1,1,3,4,3,1,1,3,4,3,5,4,1,4,4,3,4,2,"lorem",4,2.8181818181818183
"lorem 979","M",3,1,1,5,3,3,1,1,2,3,5,1,4,4,3,3,5,3,3,1,3,"lorem",2,2.727272727272727
"lorem 980","F",1,5,4,4,4,4,2,2,1,5,1,5,2,5,2,5,3,4,3,4,4,"lorem",4,3.3636363636363638
"lorem 981","M",5,2,5,5,1,5,3,4,5,1,1,1,2,1,1,3,4,4,5,4,3,"lorem",3,3.090909090909091
"lorem 982","M",1,1,5,1,4,4,3,3,3,4,4,1,1,1,5,1,3,1,1,5,2,"lorem",5,2.6818181818181817
"lorem 983","F",2,1,3,1,4,3,5,4,4,4,1,1,2,1,2,1,3,1,1,3,1,"lorem",3,2.3181818181818183
"lorem 984","F",2,4,1,1,5,2,3,1,2,5,5,4,5,3,4,4,2,3,2,2,3,"lorem",2,2.9545454545454546
"lorem 985","F",4,2,4,3,1,3,3,2,3,2,1,5,5,4,1,5,3,2,2,4,5,"lorem",4,3.090909090909091
"lorem 986","F",1,5,1,2,2,3,1,4,2,5,5,3,3,5,2,3,5,5,2,1,3,"lorem",2,2.9545454545454546
"lorem 987","M",1,1,5,5,3,2,4,2,5,2,1,1,5,4,5,2,5,4,2,2,4,"lorem",4,3.1363636363636362
"lorem 988","F",5,3,4,1,1,5,4,4,3,1,1,2,3,1,5,2,1,2,4,3,3,"lorem",4,2.8181818181818183
"lorem 989","M",1,2,2,5,2,3,3,3,3,1,4,3,5,5,1,1,2,4,1,1,1,"lorem",2,2.5
"lorem 990","F",3,5,4,5,5,3,4,1,1,5,3,4,3,4,3,4,5,4,1,4,4,"lorem",4,3.590909090909091
"lorem 991","F",4,1,3,2,2,4,5,3,4,4,2,3,2,2,2,4,1,4,5,2,4,"lorem",3,3
"lorem 992","F",2,1,2,2,4,4,4,1,1,5,1,5,1,5,5,4,5,5,3,3,4,"lorem",5,3.272727272727273
"lorem 993","F",1,3,5,4,1,1,5,5,3,3,5,5,4,1,3,3,2,1,5,5,2,"lorem",1,3.090909090909091
"lorem 994","M",1,4,2,5,2,1,2,3,3,1,5,4,4,3,3,2,5,3,5,2,5,"lorem",2,3.0454545454545454
"lorem 995","M",3,5,5,4,4,2,2,4,4,2,3,4,5,4,1,3,4,3,4,2,3,"lorem",2,3.3181818181818183
"lorem 996","M",5,1,1,1,1,2,3,2,1,5,4,4,1,2,1,3,4,2,2,2,1,"lorem",2,2.272727272727273
"lorem 997","M",1,5,3,2,5,2,4,3,2,3,3,5,1,3,2,4,3,5,1,4,1,"lorem",2,2.909090909090909
"lorem 998","M",5,5,3,2,1,5,5,3,2,2,2,5,1,3,2,1,4,1,1,4,2,"lorem",4,2.8636363636363638
"lorem 999","F",1,1,2,2,4,2,5,5,2,5,4,5,2,3,3,5,5,3,4,5,4,"lorem",3,3.409090909090909
"lorem 1000","M",1,1,3,1,1,2,5,2,3,5,2,5,1,1,1,5,3,5,4,4,3,"lorem",2,2.727272727272727
"lorem 1001","M",5,3,1,5,5,3,5,5,4,2,3,5,3,5,3,3,4,1,2,3,1,"lorem",3,3.3636363636363638
"lorem 1002","F",3,4,3,5,4,3,1,5,2,1,1,2,3,2,5,5,2,3,5,3,1,"lorem",3,3
"lorem 1003","F",1,5,1,5,3,1,4,4,4,4,2,2,5,3,5,1,5,3,3,5,3,"lorem",5,3.3636363636363638
"lorem 1004","F",5,3,3,4,3,4,3,4,2,4,3,1,5,4,3,3,5,1,5,5,4,"lorem",1,3.409090909090909
"lorem 1005","F",2,5,5,5,2,1,2,5,4,5,5,2,3,2,4,1,1,1,3,4,1,"lorem",1,2.909090909090909
"lorem 1006","M",4,4,2,5,2,4,1,5,4,4,3,3,3,4,5,1,5,4,2,4,5,"lorem",5,3.590909090909091
"lorem 1007","F",1,4,5,5,1,5,4,3,3,3,3,2,1,1,5,4,4,5,4,5,3,"lorem",2,3.3181818181818183
"lorem 1008","M",2,4,3,1,4,5,3,3,3,1,3,2,4,5,1,4,1,3,1,1,4,"lorem",3,2.772727272727273
"lorem 1009","F",2,1,3,3,4,5,2,3,4,3,2,3,4,1,1,2,2,3,1,1,3,"lorem",5,2.6363636363636362
"lorem 1010","F",5,2,4,2,1,2,1,3,4,4,3,1,3,2,1,4,1,4,3,2,1,"lorem",2,2.5
"lorem 1011","F",1,3,2,4,4,5,2,3,1,4,5,3,3,4,5,3,4,3,1,5,2,"lorem",3,3.1818181818181817
"lorem 1012","F",2,4,3,2,5,5,5,2,2,1,3,4,2,3,5,1,5,2,3,4,1,"lorem",1,2.9545454545454546
"lorem 1013","M",3,1,4,3,2,4,2,2,3,1,3,2,4,2,4,5,5,2,4,5,3,"lorem",1,2.9545454545454546
"lorem 1014","M",2,5,3,4,5,4,3,3,1,3,3,4,5,3,4,4,3,5,1,4,1,"lorem",1,3.227272727272727
"lorem 1015","M",4,4,3,3,2,3,5,1,4,1,5,4,3,1,3,4,3,5,5,1,4,"lorem",3,3.227272727272727
"lorem 1016","M",4,2,1,1,3,2,5,3,4,1,1,5,3,4,3,5,2,3,5,4,5,"lorem",1,3.0454545454545454
"lorem 1017","M",1,1,5,4,1,2,3,1,2,2,2,3,1,3,1,3,2,2,1,5,5,"lorem",4,2.4545454545454546
"lorem 1018","F",5,5,3,1,4,2,3,3,1,5,4,2,1,4,2,1,3,4,4,4,5,"lorem",1,3.0454545454545454
"lorem 1019","M",4,1,2,5,3,5,2,5,5,3,3,4,3,2,3,4,1,4,4,4,2,"lorem",1,3.1818181818181817
"lorem 1020","M",1,1,5,1,3,3,5,3,5,1,4,1,1,4,2,1,1,3,5,1,5,"lorem",3,2.6818181818181817
"lorem 1021","F",2,1,3,4,4,2,2,5,1,1,1,4,5,4,4,3,1,1,5,2,5,"lorem",3,2.8636363636363638
"lorem 1022","F",5,3,1,1,5,2,4,5,2,1,3,4,2,3,2,3,4,4,1,2,4,"lorem",1,2.8181818181818183
"lorem 1023","F",4,2,3,5,3,3,1,1,4,3,1,2,1,3,4,5,1,2,2,1,3,"lorem",1,2.5
"lorem 1024","F",2,2,2,3,3,2,5,3,3,4,2,2,5,4,2,5,3,4,3,1,5,"lorem",1,3
"lorem 1025","M",1,2,3,2,5,2,5,4,2,3,1,1,4,5,3,3,2,4,1,5,3,"lorem",1,2.8181818181818183
"lorem 1026","F",5,5,2,5,5,3,2,3,2,1,5,5,3,3,1,1,1,1,2,5,5,"lorem",1,3
"lorem 1027","M",5,2,5,3,5,1,1,2,2,5,1,4,2,4,1,2,5,3,1,4,2,"lorem",3,2.8636363636363638
"lorem 1028","F",2,5,5,4,4,1,5,2,4,4,2,4,5,1,2,4,1,3,1,1,5,"lorem",5,3.1818181818181817
"lorem 1029","F",3,1,5,3,2,4,5,4,5,3,5,1,3,5,3,4,4,4,1,4,4,"lorem",2,3.409090909090909
"lorem 1030","F",1,1,1,5,4,2,3,3,2,3,5,3,1,2,3,2,5,1,5,5,1,"lorem",5,2.8636363636363638
"lorem 1031","F",2,2,5,4,1,2,4,1,5,3,2,1,3,3,5,4,1,1,1,4,2,"lorem",5,2.772727272727273
"lorem 1032","M",3,4,5,2,1,5,5,2,4,3,1,5,3,1,4,1,4,2,1,3,4,"lorem",1,2.909090909090909
"lorem 1033","M",5,2,3,3,3,3,4,2,1,5,2,2,3,5,4,1,2,1,2,1,2,"lorem",3,2.6818181818181817
"lorem 1034","M",3,1,5,4,2,3,3,1,2,2,5,2,5,3,4,5,5,2,1,1,3,"lorem",5,3.0454545454545454
"lorem 1035","M",5,2,1,2,1,3,1,4,1,4,3,2,2,1,4,1,5,3,3,2,3,"lorem",2,2.5
"lorem 1036","M",2,4,1,4,2,4,5,1,3,5,2,4,5,3,2,4,3,2,5,3,4,"lorem",2,3.1818181818181817
"lorem 1037","F",2,3,4,1,1,1,1,3,2,5,5,5,2,2,2,2,1,3,5,3,1,"lorem",1,2.5
"lorem 1038","M",5,4,2,5,4,1,2,5,4,1,4,3,4,4,4,2,4,4,4,1,5,"lorem",3,3.409090909090909
"lorem 1039","M",1,5,3,1,5,3,3,3,1,5,5,3,2,2,4,5,3,4,3,2,4,"lorem",4,3.227272727272727
"lorem 1040","F",4,2,2,3,3,2,1,3,4,5,2,3,3,5,3,2,2,4,2,3,5,"lorem",4,3.0454545454545454
"lorem 1041","F",4,4,3,3,2,1,5,2,1,2,5,3,3,5,2,4,5,2,1,5,1,"lorem",2,2.9545454545454546
"lorem 1042","F",1,5,1,4,3,4,5,5,5,2,5,1,5,1,3,2,3,1,1,4,2,"lorem",2,2.9545454545454546
"lorem 1043","F",1,1,5,1,4,1,4,5,1,1,3,2,1,5,3,5,1,2,5,2,4,"lorem",4,2.772727272727273
"lorem 1044","M",1,1,5,4,1,5,3,4,1,2,4,1,3,5,1,4,3,2,5,2,3,"lorem",1,2.772727272727273
"lorem 1045","F",4,5,4,5,2,5,4,3,4,2,2,5,4,1,3,1,5,2,2,2,5,"lorem",4,3.3636363636363638
